IRTT,TTOC,MITR,MATR,Label,,
0.005128348,0.15430613,0.009136261,0.021112261,1,,
0.004798913,0.155720217,0.009184522,0.016204696,1,,
0.005090304,0.154979087,0.009190217,0.021185913,1,,
0.004813043,0.155663348,0.009287957,0.019859652,1,,
0.003590696,0.145104043,0.008938478,0.012279174,1,,
0.008795174,0.256849522,0.009253609,0.044961217,1,,
0.00445113,0.172126043,0.009147609,0.030334348,1,,
0.003947913,0.16346213,0.009448435,0.016456043,1,,
0.003984348,0.154170696,0.009312957,0.013902087,1,,
0.004763913,0.16430187,0.009207826,0.033084348,1,,
0.012931043,0.28321513,0.010926304,0.045055217,1,,
0.004187217,0.165279304,0.009281304,0.021877609,1,,
0.004789783,0.15033687,0.008349826,0.01444913,1,,
0.005157174,0.154805087,0.009389565,0.019872348,1,,
0.007929348,0.154694348,0.009261261,0.013621652,1,,
0.004904304,0.155367304,0.009172826,0.019400696,1,,
0.003832565,0.167407043,0.008569478,0.029201826,1,,
0.004228609,0.15278513,0.009125391,0.022070174,1,,
0.004669043,0.158522174,0.009284913,0.020827304,1,,
0.003792435,0.153403609,0.008541826,0.01288487,1,,
0.004637739,0.151830783,0.008344261,0.020481783,1,,
0.004453435,0.153874652,0.008513957,0.020241174,1,,
0.003827609,0.193226739,0.009267478,0.029263565,1,,
0.004738435,0.157969696,0.00923187,0.021136304,1,,
0.003796522,0.167945,0.009167609,0.035052174,1,,
0.003778,0.154393609,0.009294348,0.023062174,1,,
0.003978652,0.142024,0.00932813,0.014520565,1,,
0.004654304,0.151124913,0.009310217,0.020679957,1,,
0.004768522,0.163621739,0.009218609,0.030615348,1,,
0.004836739,0.155015348,0.009274696,0.020419435,1,,
0.004804522,0.154876609,0.009360565,0.020834565,1,,
0.003860043,0.141770739,0.008839652,0.013010652,1,,
0.014455348,0.27405513,0.009363522,0.044792261,1,,
0.00523413,0.164087391,0.009167174,0.021652522,1,,
0.013207913,0.159210435,0.009123261,0.014856739,1,,
0.004674609,0.172374348,0.009321174,0.035518348,1,,
0.004477478,0.168305,0.009242826,0.034809043,1,,
0.005115435,0.161446261,0.00935687,0.021213696,1,,
0.003719565,0.152919652,0.009419913,0.01666387,1,,
0.004730609,0.159957,0.009372087,0.020716652,1,,
0.004663087,0.151778087,0.009161087,0.019956217,1,,
0.004681261,0.171922217,0.009397217,0.032773739,1,,
0.006347826,0.154011522,0.009346565,0.018752957,1,,
0.004050087,0.152780565,0.009276043,0.022263609,1,,
0.004792609,0.154699174,0.009409391,0.021072696,1,,
0.00476513,0.167290435,0.00937413,0.034827391,1,,
0.008727391,0.226397174,0.008994348,0.047309304,1,,
0.004291435,0.144439826,0.009268565,0.014725609,1,,
0.004936652,0.168846087,0.008483913,0.034795913,1,,
0.009389391,0.22188387,0.008963,0.046628348,1,,
0.007844217,0.152456261,0.009327261,0.019713565,1,,
0.005125739,0.152939783,0.009188261,0.020983391,1,,
0.005106783,0.166803696,0.009165304,0.034085957,1,,
0.004931348,0.308533652,0.009408,0.045727783,1,,
0.004793261,0.167978913,0.009142565,0.036194391,1,,
0.006279391,0.151830435,0.009304913,0.014925348,1,,
0.003811957,0.157052522,0.009305565,0.018261522,1,,
0.00389487,0.137155565,0.009377652,0.011501348,1,,
0.003836478,0.148117087,0.009153043,0.019612696,1,,
0.004567609,0.14924087,0.009343043,0.019793652,1,,
0.007321609,0.149410174,0.008719783,0.015840957,1,,
0.004880609,0.187155304,0.00910487,0.032883696,1,,
0.004920609,0.165042478,0.009336609,0.021172,1,,
0.004075913,0.205140913,0.009242217,0.037455348,1,,
0.003831783,0.158528609,0.00916213,0.022342391,1,,
0.004190696,0.144237043,0.009161826,0.013186391,1,,
0.004666739,0.168932652,0.009278522,0.033813696,1,,
0.004769435,0.163371478,0.00930113,0.03477313,1,,
0.004767391,0.155721609,0.009499783,0.021873652,1,,
0.006184304,0.157533913,0.009394174,0.020092783,1,,
0.003989174,0.155649478,0.009343043,0.022853261,1,,
0.00465687,0.151337913,0.009329783,0.02222,1,,
0.003943652,0.193463,0.009223652,0.033337957,1,,
0.004646478,0.209977565,0.009379696,0.044961826,1,,
0.005647696,0.164244609,0.009289348,0.021274174,1,,
0.004750783,0.176016522,0.009148957,0.036246478,1,,
0.004832043,0.159785913,0.008738609,0.022414783,1,,
0.006161478,0.17588413,0.009182304,0.02995313,1,,
0.004794478,0.156353565,0.009217913,0.021676087,1,,
0.004119522,0.150483783,0.009260696,0.015593348,1,,
0.003915826,0.146897783,0.009340478,0.012634261,1,,
0.005565261,0.147763261,0.009333,0.018202391,1,,
0.00405213,0.145347739,0.009351565,0.013137565,1,,
0.021598522,0.433111739,0.015181783,0.048865174,1000,,
0.011855826,0.463872913,0.021707739,0.047537696,1000,,
0.012598609,0.488491304,0.021569304,0.048880565,1000,,
0.01285813,0.366663522,0.012331174,0.048393957,1000,,
0.022719696,0.493579348,0.023314217,0.055101348,1000,,
0.012933478,0.444895913,0.021882,0.048574826,1000,,
0.01291187,0.485062,0.021840217,0.049884522,1000,,
0.012478174,0.490210043,0.013468522,0.048437435,1000,,
0.012458652,0.420438217,0.016355783,0.048113304,1000,,
0.01246187,0.38460387,0.011888261,0.049148217,1000,,
0.012328652,0.511463261,0.022536478,0.055011739,1000,,
0.015659913,0.471402435,0.016132739,0.055403696,1000,,
0.013516913,0.509896261,0.02308487,0.04993313,1000,,
0.014067522,0.420910522,0.012510739,0.048755217,1000,,
0.016012087,0.341106391,0.015764348,0.045766435,1000,,
0.012414043,0.48261587,0.014955304,0.048378174,1000,,
0.012524913,0.377083826,0.011656565,0.048241652,1000,,
0.011319348,0.404365348,0.022019348,0.048347826,1000,,
0.011357652,0.361709391,0.015824739,0.047969391,1000,,
0.017551348,0.452387304,0.016068304,0.055115478,1000,,
0.016012261,0.478629391,0.016317565,0.044958304,1000,,
0.016774,0.478249478,0.014646217,0.053867,1000,,
0.01244413,0.424711304,0.014501435,0.043962957,1000,,
0.012821739,0.439214435,0.015695565,0.048257478,1000,,
0.021036174,0.44038187,0.022417043,0.048427522,1000,,
0.012760261,0.454411478,0.013298304,0.047920652,1000,,
0.012867217,0.507400304,0.022824783,0.068942478,1000,,
0.013007739,0.468675174,0.021850435,0.059453652,1000,,
0.012411913,0.438658783,0.012502609,0.04958687,1000,,
0.011852826,0.412599913,0.012101783,0.049566,1000,,
0.016682739,0.418449478,0.015556391,0.04852,1000,,
0.016232609,0.422960391,0.011677913,0.04886713,1000,,
0.012363304,0.394525739,0.014883174,0.055016348,1000,,
0.016033522,0.516094435,0.022690522,0.058843217,1000,,
0.012172609,0.414882565,0.023062609,0.048910174,1000,,
0.016795783,0.398889826,0.016656783,0.048891,1000,,
0.016355348,0.441211957,0.01669387,0.048571174,1000,,
0.01662887,0.450615565,0.017767391,0.054922043,1000,,
0.012460261,0.398496348,0.011606261,0.048378478,1000,,
0.012330348,0.477478609,0.022192652,0.060621174,1000,,
0.016669652,0.384150957,0.015400043,0.05943187,1000,,
0.014021739,0.369733,0.011902478,0.046637913,1000,,
0.012551913,0.447096043,0.022261304,0.047038261,1000,,
0.011859304,0.440532913,0.021835696,0.046518087,1000,,
0.01214513,0.412940913,0.023304348,0.048033348,1000,,
0.013862826,0.466409522,0.023293261,0.048065739,1000,,
0.012120522,0.394796435,0.012498304,0.04846013,1000,,
0.014956478,0.425422261,0.012412217,0.04828113,1000,,
0.01230113,0.478722609,0.026348087,0.051276304,1000,,
0.014069783,0.455254913,0.014702435,0.054931348,1000,,
0.012257565,0.359190391,0.016268957,0.041552652,1000,,
0.015593652,0.466874478,0.023401522,0.04821987,1000,,
0.013154261,0.535522435,0.023211696,0.078978522,1000,,
0.012713261,0.417809609,0.016418739,0.05268487,1000,,
0.01285487,0.407265043,0.011908652,0.050485,1000,,
0.012516565,0.414168261,0.022757913,0.049819478,1000,,
0.014391783,0.455706652,0.016099913,0.055474826,1000,,
0.012255957,0.483831391,0.022653783,0.048881217,1000,,
0.022961957,0.424787304,0.023489,0.047990652,1000,,
0.012572565,0.42514387,0.022230217,0.049363435,1000,,
0.02684887,0.422325087,0.016506391,0.056617217,1000,,
0.012603304,0.482876348,0.013871217,0.055636304,1000,,
0.015894043,0.447703348,0.015972739,0.055135391,1000,,
0.015553435,0.365783174,0.012088783,0.052147261,1000,,
0.012010652,0.492305261,0.021777522,0.059123957,1000,,
0.017437217,0.406288261,0.016025261,0.056075826,1000,,
0.012000043,0.467388304,0.022110696,0.048463565,1000,,
0.011046652,0.462556043,0.012138261,0.047925696,1000,,
0.013708087,0.362029435,0.011625087,0.046931391,1000,,
0.026223304,0.430032609,0.015904522,0.048109565,1000,,
0.016654304,0.354710696,0.015292217,0.051525739,1000,,
0.013105522,0.470586,0.012927174,0.048199304,1000,,
0.012505261,0.516939913,0.022783435,0.051688957,1000,,
0.012309,0.382936174,0.011997261,0.048516565,1000,,
0.022724435,0.47082613,0.022283739,0.048477913,1000,,
0.013383,0.488750435,0.023338826,0.058941217,1000,,
0.012894826,0.491129304,0.012778739,0.048580087,1000,,
0.01265413,0.47224787,0.016619522,0.047329174,2000,,
0.007996826,0.436625696,0.015064522,0.052932174,2000,,
0.03084187,0.512834739,0.015564478,0.076579261,2000,,
0.015790391,0.488916565,0.016000609,0.053053652,2000,,
0.018868957,0.438021652,0.014372478,0.053819696,2000,,
0.020441739,0.442296913,0.015267913,0.050651522,2000,,
0.017352565,0.479935478,0.015966739,0.049217957,2000,,
0.018176522,0.441884739,0.017018522,0.048275435,2000,,
0.009837087,0.466817,0.015933478,0.058951478,2000,,
0.017886696,0.473208696,0.01650687,0.050575435,2000,,
0.01189613,0.484852478,0.015842826,0.049519087,2000,,
0.018530739,0.480148435,0.01594887,0.050716391,2000,,
0.009265174,0.451992957,0.014426391,0.049265783,2000,,
0.012538174,0.381635174,0.012845609,0.050930261,2000,,
0.018086783,0.402224174,0.012849348,0.050410087,2000,,
0.023610435,0.504533652,0.014222087,0.05459813,2000,,
0.017829739,0.420475609,0.015712043,0.049407522,2000,,
0.021652087,0.415067304,0.014633478,0.051324609,2000,,
0.010841652,0.393347043,0.015650217,0.049337261,2000,,
0.019469261,0.465729652,0.016041957,0.049001261,2000,,
0.015769739,0.465051217,0.015972826,0.051489652,2000,,
0.018413565,0.460393739,0.015939348,0.051817739,2000,,
0.01868587,0.462525826,0.015836522,0.050634609,2000,,
0.009700304,0.436284783,0.013268,0.055953826,2000,,
0.017824043,0.404112957,0.014795261,0.05216287,2000,,
0.021877565,0.433398783,0.01410087,0.050946826,2000,,
0.012672435,0.505201435,0.015577217,0.052817043,2000,,
0.01392913,0.44494487,0.015692,0.049120174,2000,,
0.014772261,0.458723957,0.015729783,0.047871304,2000,,
0.009182,0.428360478,0.017104652,0.050586913,2000,,
0.009190826,0.360939565,0.014646783,0.04891613,2000,,
0.009804087,0.424219826,0.015943522,0.055850565,2000,,
0.011819304,0.462637522,0.014278087,0.055031783,2000,,
0.013589957,0.422501087,0.01266587,0.053571478,2000,,
0.015909522,0.449641957,0.012794913,0.050933043,2000,,
0.016308391,0.49136987,0.018249565,0.049384565,2000,,
0.01082187,0.308839304,0.013110478,0.033644,2000,,
0.010874478,0.443884261,0.015717087,0.048788043,2000,,
0.019325391,0.450614739,0.017401087,0.049584522,2000,,
0.019221,0.367636261,0.014316957,0.050581913,2000,,
0.013159217,0.384345696,0.013191261,0.050601522,2000,,
0.020903913,0.480604478,0.012843435,0.051281783,2000,,
0.014543739,0.451808913,0.015632087,0.050543,2000,,
0.025122826,0.361736826,0.012946696,0.048980304,2000,,
0.016495739,0.504161261,0.015566391,0.050690913,2000,,
0.011249957,0.521359435,0.017974696,0.062351522,2000,,
0.022370609,0.492395174,0.013131,0.052899391,2000,,
0.014233696,0.428479913,0.015802478,0.049862957,2000,,
0.009774522,0.437954913,0.014327217,0.051058217,2000,,
0.010212174,0.46194213,0.015208435,0.050414652,2000,,
0.015034217,0.512938826,0.016078391,0.070202696,2000,,
0.01610913,0.454612261,0.01572113,0.051168957,2000,,
0.010684826,0.469961565,0.012954522,0.050257478,2000,,
0.008380522,0.447705696,0.01277513,0.051299783,2000,,
0.013013826,0.441804,0.015453348,0.053317391,2000,,
0.018922304,0.340317696,0.014245435,0.050199652,2000,,
0.016327696,0.468034652,0.014692261,0.05123513,2000,,
0.022195783,0.503594174,0.015084652,0.051692391,2000,,
0.014541696,0.443934174,0.01572,0.049370522,2000,,
0.014756957,0.403323304,0.014064391,0.048178522,2000,,
0.016769478,0.520661696,0.018743435,0.049742739,2000,,
0.013811087,0.469541565,0.014802,0.049977609,2000,,
0.007149348,0.453691652,0.015956,0.048885043,2000,,
0.02240113,0.389723609,0.014591391,0.048137565,2000,,
0.016579826,0.411398391,0.014778174,0.049430087,2000,,
0.019221696,0.413353957,0.014417522,0.050218826,2000,,
0.034882391,0.438050348,0.013165739,0.051682609,2000,,
0.022844217,0.454778696,0.016045043,0.05186787,2000,,
0.01779187,0.396209957,0.01443787,0.050277826,2000,,
0.011210348,0.411202391,0.014538348,0.050657565,2000,,
0.019666826,0.48560387,0.017901826,0.052785609,2000,,
0.012886174,0.381593652,0.01458413,0.049376913,2000,,
0.018301,0.464956826,0.012767043,0.054232783,2000,,
0.015260609,0.428522522,0.012710826,0.053285174,2000,,
0.017443913,0.419671913,0.014078783,0.049359261,2000,,
0.010134696,0.470857609,0.01563913,0.051306304,2000,,
0.015376304,0.472619304,0.016876522,0.05069313,2000,,
0.012441043,0.472338826,0.015566565,0.055360522,2000,,
0.021704043,0.377906217,0.012974739,0.051767087,2000,,
0.012648609,0.471199304,0.014198217,0.049463957,2000,,
0.012684565,0.431662435,0.014322913,0.056638783,2000,,
0.025824391,0.535140783,0.025212043,0.055946174,500,,
0.026821391,0.578841087,0.024421304,0.067776348,500,,
0.030435043,0.645678826,0.026250739,0.07063113,500,,
0.024785826,0.594274783,0.023486739,0.061061739,500,,
0.027504217,0.582748609,0.026256,0.061031217,500,,
0.024544,0.580650783,0.023923043,0.063449913,500,,
0.03345513,0.607990696,0.027121043,0.063710696,500,,
0.024684957,0.59150287,0.024132913,0.062970043,500,,
0.022304435,0.59972887,0.022605087,0.064607696,500,,
0.031355957,0.586276,0.026619391,0.06470613,500,,
0.034991,0.666812391,0.020680087,0.08082587,500,,
0.025187435,0.630843739,0.030853957,0.061431652,500,,
0.031331,0.602436435,0.027608565,0.061223261,500,,
0.024433696,0.594300174,0.023685348,0.061334739,500,,
0.024741957,0.61842987,0.024338,0.069753478,500,,
0.041673087,0.603035739,0.026551,0.06852987,500,,
0.02451087,0.654509043,0.034518565,0.071352087,500,,
0.028317957,0.579358087,0.025189087,0.060862783,500,,
0.028503957,0.660841217,0.028165609,0.086754609,500,,
0.02461213,0.586568696,0.024204261,0.062436609,500,,
0.024535391,0.611993565,0.023781609,0.068201435,500,,
0.045426565,0.644329739,0.034561174,0.072100957,500,,
0.025896565,0.587959174,0.024508043,0.060978261,500,,
0.025715174,0.598438217,0.023707826,0.060818478,500,,
0.039455783,0.663958304,0.031250391,0.08716113,500,,
0.028145261,0.605550826,0.027330609,0.061819348,500,,
0.025903,0.592769478,0.023780522,0.061999696,500,,
0.034706565,0.777545696,0.024951174,0.105479826,500,,
0.024913826,0.566266043,0.024239304,0.052101174,500,,
0.025896304,0.609569217,0.024051739,0.065102783,500,,
0.024951652,0.575035391,0.027121913,0.052349609,500,,
0.029015304,0.617538348,0.024332522,0.06613187,500,,
0.031028217,0.572409435,0.029578826,0.060764609,500,,
0.02507387,0.57720487,0.02453887,0.059866043,500,,
0.025257435,0.590619739,0.024300957,0.060658,500,,
0.03861113,0.635524522,0.023828043,0.077434913,500,,
0.039896043,0.621379913,0.023515826,0.064433261,500,,
0.034069652,0.583234652,0.023972391,0.052771217,500,,
0.026087217,0.584634043,0.030134174,0.058076826,500,,
0.038213609,0.602636304,0.02253513,0.066302304,500,,
0.029276826,0.608756,0.026421391,0.06514413,500,,
0.029070783,0.634456304,0.028188739,0.060721043,500,,
0.02547387,0.585547304,0.024313522,0.061478609,500,,
0.024465696,0.578242652,0.02434687,0.060287652,500,,
0.023484565,0.598875565,0.024214522,0.060166913,500,,
0.028665,0.629649087,0.027000652,0.065806261,500,,
0.025251043,0.569098478,0.027666261,0.049830957,500,,
0.031191087,0.596474261,0.028695652,0.059642739,500,,
0.024869435,0.572193087,0.023948174,0.060402,500,,
0.025410652,0.60039013,0.031145261,0.069937522,500,,
0.028183609,0.619441304,0.027600783,0.063987522,500,,
0.024094826,0.584303739,0.025882043,0.061778957,500,,
0.031423957,0.572636783,0.028142783,0.068070739,500,,
0.024385826,0.568837957,0.023823565,0.061114348,500,,
0.028720652,0.703254957,0.026915696,0.081533739,500,,
0.039111609,0.654657652,0.028654261,0.07883987,500,,
0.024888565,0.619153652,0.024411174,0.07233113,500,,
0.035478174,0.598086087,0.023814087,0.062291826,500,,
0.032026957,0.574465087,0.027297391,0.057668957,500,,
0.033675217,0.57077,0.027397478,0.05030413,500,,
0.035454826,0.617648261,0.033695522,0.069761391,500,,
0.032526826,0.618120043,0.027306826,0.077198696,500,,
0.025784826,0.623167652,0.035169826,0.070689826,500,,
0.024879261,0.572126565,0.035018391,0.051717435,500,,
0.024442435,0.597508783,0.024735435,0.071311696,500,,
0.027805913,0.637646174,0.024150957,0.073239696,500,,
0.024734652,0.579285304,0.024373435,0.060670783,500,,
0.024846,0.600740957,0.030941478,0.061200783,500,,
0.028204043,0.621723174,0.023728652,0.061155348,500,,
0.027373739,0.581786913,0.026589,0.060803522,500,,
0.031332,0.66270587,0.027848087,0.07329087,500,,
0.024492348,0.592813043,0.023884043,0.061100522,500,,
0.024813652,0.64710087,0.029123,0.071232609,500,,
0.031655565,0.633387783,0.027181913,0.06235087,500,,
0.031579435,0.655885609,0.028994957,0.071098217,500,,
0.025535522,0.888634043,0.029473783,0.178371261,500,,
0.028982652,0.714238043,0.027447826,0.103810478,500,,
0.02461013,0.621501652,0.024630174,0.074234522,500,,
0.028060957,0.608266043,0.031335826,0.061081652,500,,
0.025147435,0.646574957,0.021608174,0.083430174,500,,
0.041550391,0.636132435,0.024258913,0.066597217,500,,
0.025554826,0.623637435,0.024619217,0.061357435,500,,
0.042764739,0.656163652,0.026893217,0.075304783,500,,
0.025751522,0.584387435,0.024174957,0.060935478,500,,
0.025910826,0.185672174,0.009884783,0.016659435,1,,
0.005631,0.162771043,0.009113913,0.016526826,1,,
0.005819696,0.188758739,0.009388696,0.031796043,1,,
0.006378391,0.168182217,0.009655,0.018972261,1,,
0.005342783,0.191059565,0.008954348,0.030909435,1,,
0.005401522,0.163314696,0.009264696,0.018724739,1,,
0.069444957,0.443517261,0.009407043,0.074043913,1,,
0.008662739,0.195140913,0.009172043,0.036371391,1,,
0.007845652,0.179106261,0.009304826,0.023282609,1,,
0.00887213,0.175906565,0.009257522,0.022165174,1,,
0.005284478,0.174345174,0.009387304,0.023342304,1,,
0.005072435,0.209025957,0.009385565,0.042058348,1,,
0.004610261,0.165342739,0.009290217,0.020605174,1,,
0.005366174,0.173166304,0.009183696,0.020708,1,,
0.005395696,0.165844739,0.009377957,0.021071478,1,,
0.005425304,0.196254913,0.009747435,0.029499957,1,,
0.005552826,0.180544609,0.009348174,0.033736565,1,,
0.005359739,0.209148043,0.009503609,0.035936087,1,,
0.004743348,0.192135174,0.010698783,0.031461391,1,,
0.004546217,0.163194348,0.009499348,0.018492348,1,,
0.005313304,0.261379522,0.009419652,0.046163913,1,,
0.00465113,0.184512043,0.009207478,0.036334783,1,,
0.006293261,0.15740413,0.00932987,0.015561217,1,,
0.005426435,0.170007217,0.009530565,0.02182887,1,,
0.005401435,0.212957174,0.009332696,0.044144,1,,
0.007315304,0.167105609,0.009219043,0.020368478,1,,
0.005568913,0.209119696,0.01055013,0.034193478,1,,
0.006096435,0.168665739,0.009498696,0.021922609,1,,
0.005701043,0.156441652,0.009426913,0.015086087,1,,
0.004456391,0.155708043,0.009353957,0.016974391,1,,
0.005401565,0.16125,0.009406609,0.019686739,1,,
0.008106957,0.16477787,0.009385348,0.014739783,1,,
0.012859087,0.213895217,0.009313957,0.037718696,1,,
0.00710213,0.168357435,0.008848217,0.019560348,1,,
0.004038696,0.264959261,0.010813348,0.044379217,1,,
